page,link,author,source,title,date,category,subcategory
5734,https://github.com/lilbud/btx-article-dump/articles/film_review/1980-08-16_springsteen_annihilates_no_nukes_[5734].md,Bruce McCabe,Boston Globe,Springsteen Annihilates No Nukes',1980-08-16,Film Review,
5735,https://github.com/lilbud/btx-article-dump/articles/concert_review/1985-01-24_springsteen_nose_to_the_grindstone_rock_[5735].md,Steve Morse,Boston Globe,Springsteen: Nose-To-The-Grindstone Rock - In concert at the Providence Civic Center last night.,1985-01-24,Concert Review,
5736,https://github.com/lilbud/btx-article-dump/articles/album_review/the_river/1980-10-23_steve-morse_boston-globe_[5736].md,Steve Morse,Boston Globe,Sound: His River Of Talent Rolls On,1980-10-23,Album Review,The River
5737,https://github.com/lilbud/btx-article-dump/articles/concert_review/2014-04-29_springsteen_again_delivers_for_his_[5737].md,Tampa Tribune,Carl Lisciandrello,Springsteen again delivers for his faithful,2014-04-29,Concert Review,
5801,https://github.com/lilbud/btx-article-dump/articles/concert_review/2014-05-06_bruce_springsteen_and_the_e_street_band_[5801].md,Craig Hlavaty,Houston Chronicle,Bruce Springsteen and The E Street Band at Cynthia Woods Mitchell Pavilion,2014-05-06,Concert Review,
5802,https://github.com/lilbud/btx-article-dump/articles/concert_review/2014-05-14_springsteen_offers_a_rock_solid_show_[5802].md,Greg Haymes,The Albany Times Union,Springsteen offers a rock-solid show,2014-05-14,Concert Review,
5803,https://github.com/lilbud/btx-article-dump/articles/concert_review/2002-08-07_springsteen_gets_bold_yet_he_struggled_[5803].md,Steve Morse,Boston Globe,Springsteen Gets Bold Yet He Struggled For The Right Balance In His Material,2002-08-07,Concert Review,
5804,https://github.com/lilbud/btx-article-dump/articles/concert_review/1992-08-13_springsteen_is_back_in_full_glory_[5804].md,Steve Morse,Boston Globe,Springsteen is back in full glory,1992-08-13,Concert Review,
5805,https://github.com/lilbud/btx-article-dump/articles/concert_review/1988-02-25_springsteen_is_serious_about_tour_[5805].md,Steve Morse,Boston Globe,Springsteen Is Serious About Tour,1988-02-25,Concert Review,
5806,https://github.com/lilbud/btx-article-dump/articles/album_review/devils_&_dust/2005-04-22_steve-morse_boston-globe_[5806].md,Steve Morse,Boston Globe,Springsteen Is Sharp On Edgy 'Devils',2005-04-22,Album Review,Devils & Dust
5807,https://github.com/lilbud/btx-article-dump/articles/concert_review/2003-08-01_springsteen_leads_jubilant_revival_of_[5807].md,Joan Anderman,Boston Globe,"Springsteen Leads Jubilant Revival Celebrates Gospel Of Faith, Hope, And Joy",2003-08-01,Concert Review,
5808,https://github.com/lilbud/btx-article-dump/articles/news/1988-06-15_springsteen_live_on_the_radio_[5808].md,Steve Morse,Boston Globe,Springsteen Live On The Radio,1988-06-15,News,
5809,https://github.com/lilbud/btx-article-dump/articles/commentary/1999-08-15_springsteen_memories_little_bits_of_his_[5809].md,Steve Morse,Boston Globe,Springsteen Memories: Little Bits Of His Dream,1999-08-15,Commentary,
5810,https://github.com/lilbud/btx-article-dump/articles/news/2005-04-22_springsteen_offers_insight_through_and_[5810].md,Steve Morse,Boston Globe,Springsteen Offers Insight Through Stories And Songs,2005-04-22,News,
5811,https://github.com/lilbud/btx-article-dump/articles/album_review/the_ghost_of_tom_joad/1995-11-19_steve-morse_boston-globe_[5811].md,Steve Morse,Boston Globe,Springsteen Picks The Grapes Of Wrath,1995-11-19,Album Review,The Ghost of Tom Joad
5812,https://github.com/lilbud/btx-article-dump/articles/concert_review/1995-12-15_springsteen_proves_there_s_life_after_[5812].md,Jim Sullivan,Boston Globe,Springsteen Proves There's Life After The Boss,1995-12-15,Concert Review,
5813,https://github.com/lilbud/btx-article-dump/articles/commentary/1984-09-05_springsteen_s_odyssey_[5813].md,Robert Christgau,Boston Globe,Springsteen's Odyssey,1984-09-05,Commentary,
5814,https://github.com/lilbud/btx-article-dump/articles/concert_review/1984-07-27_a_springsteen_treat_for_30000_at_arts_on_[5814].md,Steve Morse,Boston Globe,"A Springsteen Treat For 30,000 At Saratoga Performing Arts Center On Friday Night",1984-07-27,Concert Review,
5815,https://github.com/lilbud/btx-article-dump/articles/news/1986-11-20_springsteen_album_debuts_at_the_top_[5815].md,Steve Morse,Boston Globe,Springsteen Album Debuts At The Top,1986-11-20,News,
5816,https://github.com/lilbud/btx-article-dump/articles/commentary/1985-01-25_springsteen_as_a_political_force_[5816].md,Steve Morse,Boston Globe,Springsteen As A Political Force,1985-01-25,Commentary,
5817,https://github.com/lilbud/btx-article-dump/articles/opinion/2003-09-05_a_critic_picks_bruce_s_10_best_shows_[5817].md,Steve Morse,Boston Globe,A Critic Picks Bruce's 10 Best Shows,2003-09-05,Opinion,
5818,https://github.com/lilbud/btx-article-dump/articles/concert_review/2012-03-26_springsteen_conducts_energy_in_a_garden_[5818].md,Sarah Rodman,Boston Globe,Springsteen Conducts Energy In A Garden Party,2012-03-26,Concert Review,
5819,https://github.com/lilbud/btx-article-dump/articles/interview/1980-12-15_springsteen_confident_feeling_good_[5819].md,Steve Morse Globe Staff,Boston Globe,"Springsteen Confident, Feeling Good",1980-12-15,Interview,
5820,https://github.com/lilbud/btx-article-dump/articles/concert_review/2006-05-27_springsteen_delivers_a_backyard_blowout_[5820].md,Joan Anderman,Boston Globe,Springsteen Delivers A Backyard Blowout,2006-05-27,Concert Review,
5821,https://github.com/lilbud/btx-article-dump/articles/concert_review/2007-10-02_springsteen_delivers_plenty_of_e_street_[5821].md,Sarah Rodman,Boston Globe,Springsteen Delivers Plenty Of E Street Magic,2007-10-02,Concert Review,
5822,https://github.com/lilbud/btx-article-dump/articles/concert_review/1992-07-23_springsteen_embraces_new_tour_sponsor_[5822].md,Steve Morse,Boston Globe,Springsteen Embraces New Tour Sponsor: Love,1992-07-23,Concert Review,
5823,https://github.com/lilbud/btx-article-dump/articles/concert_review/1999-08-27_springsteen_finds_renewed_harmony_with_e_[5823].md,Steve Morse,Boston Globe,Springsteen Finds Renewed Harmony With E Street Band,1999-08-27,Concert Review,
5824,https://github.com/lilbud/btx-article-dump/articles/concert_review/1996-09-19_springsteen_follows_a_happier_muse_[5824].md,Steve Morse,Boston Globe,Springsteen Follows A Happier Muse,1996-09-19,Concert Review,
5825,https://github.com/lilbud/btx-article-dump/articles/concert_review/1999-08-27_springsteen_saves_best_until_last_winds_[5825].md,Steve Morse,Boston Globe,Springsteen Saves Best Until Last Winds Up Boston Week With Another Dazzler,1999-08-27,Concert Review,
5826,https://github.com/lilbud/btx-article-dump/articles/concert_review/2002-10-04_springsteen_searches_to_reconcile_loss_[5826].md,Joan Anderman,Boston Globe,"Springsteen Searches To Reconcile Loss, Faith Boss Offers Musical Path To Healing",2002-10-04,Concert Review,
5827,https://github.com/lilbud/btx-article-dump/articles/commentary/1999-07-31_springsteen_shows_us_the_darkness_on_the_[5827].md,Thom Duffy,Boston Globe,Springsteen Shows Us The Darkness On The Edge Of Boom Town,1999-07-31,Commentary,
5828,https://github.com/lilbud/btx-article-dump/articles/commentary/1996-09-13_springsteen_stands_alone_the_songwriter_[5828].md,Steve Morse,Boston Globe,Springsteen Stands Alone The Songwriter Talks About His Message,1996-09-13,Commentary,
5829,https://github.com/lilbud/btx-article-dump/articles/concert_review/2010-05-09_springsteen_tape_takes_us_back_to_rock_[5829].md,Steven Rosen,Boston Globe,Springsteen Tape Takes Us Back To 'Rock & Roll Future',2010-05-09,Concert Review,
5830,https://github.com/lilbud/btx-article-dump/articles/news/1988-02-14_springsteen_tickets_sell_out_in_2_hours_[5830].md,Steve Morse,Boston Globe,Springsteen Tickets Sell Out In 2 Hours,1988-02-14,News,
5831,https://github.com/lilbud/btx-article-dump/articles/news/1988-07-04_springsteen_to_join_amnesty_tour_[5831].md,Steve Morse,Boston Globe,Springsteen To Join Amnesty Tour,1988-07-04,News,
5832,https://github.com/lilbud/btx-article-dump/articles/news/1988-02-05_springsteen_to_open_tour_at_centrum_[5832].md,Steve Morse,Boston Globe,Springsteen To Open Tour At Centrum,1988-02-05,News,
5833,https://github.com/lilbud/btx-article-dump/articles/concert_review/1992-05-10_springsteen_tries_to_find_his_way_past_e_[5833].md,Steve Morse,Boston Globe,Springsteen Tries To Find His Way Past E Street,1992-05-10,Concert Review,
5834,https://github.com/lilbud/btx-article-dump/articles/opinion/1999-08-15_springsteen_why_he_still_matters_in_the_[5834].md,Damon Smith,Boston Globe,"Springsteen, Why he still matters in the age of Limp Bizkit",1999-08-15,Opinion,
5835,https://github.com/lilbud/btx-article-dump/articles/concert_review/2010-05-09_springsteen_tape_takes_us_back_to_rock_[5835].md,Steven Rosen,Boston Globe,Springsteen tape takes us back to 'rock & roll future',2010-05-09,Concert Review,
5836,https://github.com/lilbud/btx-article-dump/articles/album_review/tracks/1998-11-10_steve-morse_boston-globe_[5836].md,Steve Morse,Boston Globe,Springsteen's Tasty Leftovers,1998-11-10,Album Review,Tracks
5837,https://github.com/lilbud/btx-article-dump/articles/concert_review/2005-10-20_stripped_down_springsteen_still_cranks_[5837].md,Renee Graham,Boston Globe,Stripped-Down Springsteen Still Cranks Up The Excitement,2005-10-20,Concert Review,
5838,https://github.com/lilbud/btx-article-dump/articles/interview/1988-03-01_talking_with_bruce_[5838].md,Steve Morse,Boston Globe,Talking With Bruce,1988-03-01,Interview,
5839,https://github.com/lilbud/btx-article-dump/articles/interview/1987-05-17_steven_van_zandt_is_emerging_as_artist_[5839].md,Steve Morse,Boston Globe,Steven Van Zandt Is Emerging As Artist On His Own Right,1987-05-17,Interview,
5840,https://github.com/lilbud/btx-article-dump/articles/album_review/live_1975-85/1986-11-10_steve-morse_boston-globe_[5840].md,Steve Morse,Boston Globe,The Best Of Bruce,1986-11-10,Album Review,Live 1975-85
5841,https://github.com/lilbud/btx-article-dump/articles/concert_review/1988-02-25_the_boss_connects_with_the_faithful_at_[5841].md,Diego Ribadeneira,Boston Globe,"The Boss Connects With The Faithful: 13,000 At Springsteen Tour Debut",1988-02-25,Concert Review,
5842,https://github.com/lilbud/btx-article-dump/articles/concert_review/1988-02-25_the_boss_connects_with_the_faithful_a_of_[5842].md,Steve Morse,Boston Globe,The Boss Connects With The Faithful: A Night Of Music And Surprises,1988-02-25,Concert Review,
5843,https://github.com/lilbud/btx-article-dump/articles/album_review/tunnel_of_love/1987-10-04_steve-morse_boston-globe_[5843].md,Steve Morse,Boston Globe,The Boss Grows Gentle 'Tunnel Of Love' Is More For Late-Night Romantic Listening Than Overdrive On The Dance Floor,1987-10-04,Album Review,Tunnel Of Love
5844,https://github.com/lilbud/btx-article-dump/articles/album_review/live_1975-85/1986-11-12_gregory-a-patterson_boston-globe_[5844].md,Gregory A Patterson,Boston Globe,"The Boss Is Here, There But With Some Differences",1986-11-12,Album Review,Live 1975-85
5845,https://github.com/lilbud/btx-article-dump/articles/album_review/tunnel_of_love/1988-02-21_steve-morse_boston-globe_[5845].md,Steve Morse,Boston Globe,The Return Of The Boss,1988-02-21,Album Review,Tunnel of Love
5846,https://github.com/lilbud/btx-article-dump/articles/album_review/the_rising/2002-07-26_steve-morse_boston-globe_[5846].md,Steve Morse,Boston Globe,"He's Still On Fire Springsteen's Brilliant, Uneven New Album Finds Him Cherishing Love, Reckoning With Losses Of Sept. 11",2002-07-26,Album Review,The Rising
5847,https://github.com/lilbud/btx-article-dump/articles/album_review/working_on_a_dream/2009-01-25_james-reed_boston-globe_[5847].md,James Reed,Boston Globe,This Time It's Personal: Springsteen's New CD Leaves Politics Behind,2009-01-25,Album Review,Working on a Dream
5848,https://github.com/lilbud/btx-article-dump/articles/news/1985-07-23_the_boss_lines_were_busy_calls_for_phone_[5848].md,Adam Pertman,Boston Globe,The Boss' Lines Were Busy; Calls For Springsteen Tickets; Disrupt Phone Service In Washington,1985-07-23,News,
5849,https://github.com/lilbud/btx-article-dump/articles/concert_review/2009-04-22_tireless_springsteen_e_street_band_still_[5849].md,Sarah Rodman,Boston Globe,"Tireless Springsteen, E Street Band Still Keeping The Throttle Wide Open",2009-04-22,Concert Review,
5850,https://github.com/lilbud/btx-article-dump/articles/interview/1986-03-23_van_zandt_s_whirlwind_diplomacy_tour_off_[5850].md,Steve Morse,Boston Globe,Van Zandt's Whirlwind Diplomacy Tour Tapering Off,1986-03-23,Interview,
5851,https://github.com/lilbud/btx-article-dump/articles/commentary/1999-08-21_vintage_boss_through_the_years_on_the_[5851].md,Steve Morse,Boston Globe,"Vintage Boss Through The Years, Springsteen On The Record",1999-08-21,Commentary,
5852,https://github.com/lilbud/btx-article-dump/articles/concert_review/1985-08-05_whole_lotta_springsteen_goin_on_[5852].md,Adam Pertman,Boston Globe,Whole Lotta Springsteen Goin' On,1985-08-05,Concert Review,
5853,https://github.com/lilbud/btx-article-dump/articles/concert_review/1992-08-13_the_boss_i_want_to_keep_it_exciting_[5853].md,Steve Morse,Boston Globe,The Boss: 'I want to keep it exciting',1992-08-13,Concert Review,
5854,https://github.com/lilbud/btx-article-dump/articles/book_review/1999-10-15_springsteen_point_blank_the_boss_[5854].md,Steve Morse,Boston Globe,Springsteen Point Blank: The Boss Unabridged,1999-10-15,Book Review,
5855,https://github.com/lilbud/btx-article-dump/articles/news/2014-05-07_original_born_to_run_lyrics_on_display_[5855].md,Martha Waggoner,Associated Press,Original 'Born To Run' Lyrics On Display At Duke,2014-05-07,News,
5901,https://github.com/lilbud/btx-article-dump/articles/concert_review/2014-05-18_bruce_springsteen_64_wraps_up_tour_does_[5901].md,Leora Arnowitz,Fox News,"Bruce Springsteen, 64, wraps up tour: Does The Boss still have the talent?",2014-05-18,Concert Review,
5902,https://github.com/lilbud/btx-article-dump/articles/concert_review/2014-05-18_springsteen_comes_up_aces_in_tour_closer_[5902].md,Sarah Rodman,Boston Globe,Springsteen Comes Up Aces In Tour Closer At Mohegan Sun,2014-05-18,Concert Review,
5903,https://github.com/lilbud/btx-article-dump/articles/news/2014-05-22_bruce_springsteen_s_2014_high_hopes_tops_[5903].md,Bob Allen,Billboard,"Bruce Springsteen's 2014 High Hopes Closes, Tops Hot Tours with $14.3M",2014-05-22,News,
6001,https://github.com/lilbud/btx-article-dump/articles/album_review/working_on_a_dream/2009-02-01_ann-powers_seattle-times_[6001].md,Ann Powers,Seattle Times,The Boss is stirring but slight in new CD,2009-02-01,Album Review,Working on a Dream
6002,https://github.com/lilbud/btx-article-dump/articles/commentary/1988-05-08_a_bedeviled_bruce_springsteen_devilish_[6002].md,Chris Willman,The LA Times,"A Bedeviled Bruce Springsteen, Devilish INXS",1988-05-08,Commentary,
6003,https://github.com/lilbud/btx-article-dump/articles/news/1986-02-28_union_plans_to_expand_effort_to_save_at_[6003].md,Unknown,Associated Press,Union Plans to Expand Effort to Save Plant: Bruce Springsteen Backs Campaign at N.J. Facility,1986-02-28,News,
6004,https://github.com/lilbud/btx-article-dump/articles/commentary/1985-09-30_bruce_springsteen_more_than_just_words_s_[6004].md,Richard Cromelin,The LA Times,Bruce Springsteen...More Than Just Words?: And here's how the fans see him...,1985-09-30,Commentary,
6005,https://github.com/lilbud/btx-article-dump/articles/news/1999-10-18_madness_on_the_edge_of_downtown_parking_[6005].md,Geoff Boucher; Ted Rohrlich,The Los Angeles Times,"Madness on the Edge of Downtown, Parking and ticket-line agonies yield to the musical ecstasy of seeing Bruce Springsteen and band.",1999-10-18,News,
6006,https://github.com/lilbud/btx-article-dump/articles/concert_review/1990-11-17_the_christic_concert_review_[6006].md,Robert Hilburn,The Los Angeles Times,The Christic Concert Review,1990-11-17,Concert Review,
6007,https://github.com/lilbud/btx-article-dump/articles/commentary/1992-08-16_reborn_in_new_jersey_bruce_springsteen_s_[6007].md,Robert Hilburn,The LA Times,"Reborn in New Jersey: Bruce Springsteen keeps the hometown fans happy with the old songs, but it's a dangerous game",1992-08-16,Commentary,
6008,https://github.com/lilbud/btx-article-dump/articles/news/2003-11-30_glory_days_may_be_gone_but_not_their_for_[6008].md,John Curran,Associated Press,"Glory Days May Be Gone, but Not Their Fondness for The Boss",2003-11-30,News,
